#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    10486    0.538    1.509    0.271    15263    1.214
       1     7265    0.373    1.468    0.264     7127    1.245
       2     1749    0.090    1.531    0.298     1328    1.594
