#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    13044    0.669    2.057    0.557     2728    4.372
       1     4503    0.231    2.542    0.778    17281    4.272
       2     1953    0.100    2.632    0.831    13447    3.402
