#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     9646    0.804    1.989    0.378     7763    1.718
       1     2044    0.170    1.631    0.436     6661    1.739
       2      310    0.026    1.383    0.310     5610    1.889
