#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    16354    0.839    1.932    0.420    14534    2.096
       1     3060    0.157    1.832    0.389     4699    2.078
       2       86    0.004    1.100    0.209    18283    2.950
