#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    12629    0.648    2.104    0.437    10722    1.742
       1     6693    0.343    2.046    0.536     3570    1.665
       2      178    0.009    1.510    0.241    19484    2.132
