#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     8486    0.435    2.081    0.377     3037    1.400
       1     6653    0.341    1.971    0.486     7357    1.426
       2     4361    0.224    2.051    0.461       70    1.470
